t,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
t,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
#,#,D,D,D,D,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
#,.,.,.,.,.,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
#,.,.,.,.,.,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
#,.,.,.,.,.,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
#,.,.,.,.,.,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
#,.,.,.,.,.,#,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,t
#,#,#,#,#,#,#,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
